,w,vowels,unique,usage,avgGreenCommon,avgYellowCommon,avgGreen,avgYellow,entropy,pred_alpha,pred_beta,alpha,beta,avgBoth,steven_entropy
128,clown,1,5,3.93,0.225,0.22499999999999998,0.27045336112558627,0.8160500260552371,0.34188566533241255,-0.1455018818380176,-0.025441110295495444,5.341671486114943,5.860756455618982,1.0865033871808234,4.81068336419151
129,needy,2,4,3.58,0.15,1.1249999999999996,0.35747785304846275,0.7474379016849053,0.4215626916772617,-0.19082000475236727,-0.03362736351196499,7.148244496167911,6.425667343750019,1.1049157547333681,4.884264496572617
130,woven,2,5,3.56,0.275,0.8250000000000004,0.46743095362167797,0.7540385617509119,0.490691148035354,-0.1947786354121206,-0.043970473863312744,5.776886211228777,4.127101648175208,1.2214695153725899,4.3625056412329
131,merit,2,5,4.08,0.275,2.125,0.36077818308146603,1.1919402466562445,0.4356569402824397,-0.302933566772564,-0.03393782022077322,6.021909184719888,6.797356603891681,1.5527184297377106,5.872471283429985
132,waste,2,5,4.81,0.8250000000000003,2.0,0.4252214695153726,1.395171096056974,0.4833606273357503,-0.3781911961469843,-0.03999989595592332,3.363820685324035,2.743818214537694,1.8203925655723467,8.119542634304572
133,treat,2,4,4.75,0.575,2.25,0.3348966475594928,1.2027097446586763,0.41624070294807525,-0.34137230592497547,-0.03150318603064555,3.457434530422847,4.82270940573403,1.537606392218169,6.6803156694586585
134,shrug,1,5,3.3,0.25,1.125,0.2926871634531874,1.0144172311968038,0.35391164446230267,-0.21874199954246418,-0.027532608123256124,5.702776478178277,5.21277948761524,1.3071043946499912,5.59709219260475
135,twang,1,5,2.56,0.5250000000000001,1.0000000000000004,0.2621156852527358,0.8499218342886921,0.32494932241211877,-0.22343158628218066,-0.024656798610085188,7.797529456801209,7.381990419824876,1.1120375195414278,5.933956940335142
136,twice,2,5,4.84,0.9000000000000002,1.0250000000000001,0.30884141045683516,1.020844189682126,0.37706321860789976,-0.2859586029429702,-0.029052212013738497,5.946067677783881,6.303204245586717,1.3296856001389612,5.368014745935476
137,gruel,2,5,2.44,0.55,1.3499999999999996,0.4304325169359041,1.0066006600660067,0.47485400546500756,-0.27554278752489125,-0.04049009075930473,6.9155824238206804,6.04778854010571,1.437033177001911,5.305565276744799
138,poker,2,5,3.97,0.25,1.275,0.5238839673441028,0.9326037866944589,0.5471369760499822,-0.23965894402496496,-0.04928091756661135,4.337721091257292,3.2930433182886536,1.4564877540385617,4.3268649675767445
139,khaki,2,4,3.04,0.4250000000000001,1.0999999999999999,0.2179954837589022,0.7113079729025534,0.27946287481604615,-0.20124926302239826,-0.020506482608122583,5.16166112867115,3.9402324026782143,0.9293034566614556,5.244440060816943
140,hunky,1,5,2.72,0.125,0.30000000000000004,0.3632100052110474,0.4479763765850269,0.43519766544907335,-0.11537612454637111,-0.03416657779568454,4.669397504541476,3.0274060204711435,0.8111863817960743,4.047881649177127
141,label,2,4,4.43,0.35000000000000003,1.7000000000000002,0.47924266110821606,0.8509640437727983,0.5024583721165155,-0.26280679873316365,-0.0450815820843106,5.086682623156378,4.098409521177551,1.3302067048810144,6.062601737831129
142,glean,2,5,2.73,0.3,1.8499999999999999,0.2741010943199583,1.273058884835852,0.3549959525700872,-0.2889851925410074,-0.02578424665786243,5.491702757548641,5.240334606831004,1.5471599791558104,6.19709348748661
143,cling,1,5,3.49,0.5500000000000002,0.3,0.3062358867465694,0.7543859649122807,0.37749692978792865,-0.18286208317092267,-0.02880711461204779,5.188555644393318,4.4059092774021105,1.0606218516588501,4.835749668303982
144,patty,1,4,3.58,0.27499999999999997,1.1500000000000001,0.4703838804933125,0.532569046378322,0.5273126309439584,-0.19713757658584338,-0.04424825091856221,6.785597378658638,5.530855410054948,1.0029529268716346,5.273870780695868
145,unfit,2,5,3.52,0.19999999999999998,1.1249999999999996,0.16918533958659024,0.8924787215563662,0.2357717114068481,-0.19031720860706466,-0.01591499128311671,6.224909095657391,5.785579815915621,1.0616640611429564,4.877618956185331
146,smear,2,5,3.46,0.4,2.5250000000000004,0.33559145388223033,1.5999652596838632,0.40159735366873933,-0.3725491933188465,-0.03156854533776307,6.785597378658638,5.530855410054948,1.9355567135660934,7.437990160456974
147,alien,3,5,4.29,1.0499999999999998,1.5750000000000002,0.4521452145214521,1.253604307799201,0.49551995106684477,-0.36660925627578295,-0.04253256910672727,3.613460093752788,4.786297176702217,1.7057495223206531,6.791586879827269
148,buggy,1,4,3.32,0.075,0.25,0.3380232760118117,0.24717734931387875,0.40532898316822985,-0.08599346892211976,-0.031797302912674394,6.1685155813701975,3.883899041491845,0.5852006253256905,3.877127909536312
149,rhyme,1,5,3.56,0.6,0.9000000000000004,0.2414451971512941,1.0547159979155811,0.30988233025573086,-0.24270702161381488,-0.02271235922333893,6.242196102341733,5.774517573837529,1.2961611950668752,4.7373276150637755
150,youth,2,5,4.75,0.225,0.7000000000000003,0.33177001910717385,0.7606392218169186,0.3852341385970337,-0.17208447852378486,-0.031209069148616698,4.6996450946143815,3.8275812267991327,1.0924092409240924,4.536517417399283
151,coyly,1,4,2.08,0.125,0.24999999999999997,0.42539517109605696,0.504081987146083,0.4759565086932335,-0.12173187789647338,-0.0400162357827027,5.692895991327924,2.431874826129615,0.92947715824214,4.587621292341327
152,quart,2,5,3.01,0.7500000000000001,1.4749999999999999,0.32100052110474203,0.8923050199756818,0.38619391819785104,-0.28487975988550457,-0.030195999888295116,4.919081122852092,4.212063594211854,1.2133055410804239,6.169774650231621
153,cramp,1,5,3.04,0.7750000000000002,0.8250000000000003,0.30918881361820394,0.9101962827861734,0.3777122036015114,-0.2511621788470896,-0.029084891667297257,4.069772990700351,4.0943474201916725,1.2193850964043773,5.482486130293124
154,bluff,1,4,3.58,0.125,0.3500000000000001,0.2169532742747959,0.4693416710092062,0.283582384410712,-0.10469054279183396,-0.020408443647446303,8.314627914757946,6.842797396702453,0.6862949452840021,4.456394224258959
155,upset,2,5,4.61,0.35000000000000003,1.7999999999999996,0.35157199930519367,1.328295987493486,0.3860402987494103,-0.2996555271779911,-0.03307180940146606,6.185274816465968,6.508214893582877,1.6798679867986799,5.7145587996896525
156,stomp,1,5,3.25,0.4000000000000001,0.7250000000000002,0.2794858433211742,1.1676220253604308,0.3398132503931624,-0.22439468588351633,-0.02629078128802322,4.196108174425078,4.0280872244306725,1.447107868681605,5.188234135943661
157,motto,2,3,3.72,0.27499999999999997,0.3500000000000001,0.3623414973076255,0.3920444676046552,0.42377550792126545,-0.12818110890391238,-0.03408487866178764,7.932919235085462,5.786207876783491,0.7543859649122807,4.5682693574389965
158,cinch,1,4,2.65,0.1,0.6000000000000001,0.33437554281743964,0.47420531526836895,0.4062504463141682,-0.12924316218705192,-0.03145416655030741,3.3638957942419556,2.0414580926129005,0.8085808580858086,4.1079732455924365
159,elope,3,4,2.5,0.6500000000000001,0.5500000000000002,0.3064095883272538,0.9902727114816745,0.3778180318707696,-0.2292083652625115,-0.02882345443882717,4.707584196470696,4.0250153826377,1.2966822998089282,5.418566897193582
160,power,2,5,5.52,0.25,1.275,0.5252735799895779,0.9154073302067048,0.5490313464054039,-0.2383027277311604,-0.049411636180846395,3.5288407356130076,2.956846670456024,1.4406809101962827,4.3268649675767445
161,midge,2,5,2.76,0.6250000000000001,1.15,0.33350703491401773,0.9352093104047247,0.4009632413574649,-0.25821443422452994,-0.031372467416410504,6.61943585842514,5.56195688606219,1.2687163453187424,4.480433534014685
162,tryst,0,4,2.56,0.6250000000000002,0.8250000000000002,0.26350529789821087,1.0243182212958137,0.3369318234861931,-0.24113252749192535,-0.024787517224320228,7.13421039737921,7.028716012965836,1.2878235191940246,6.238751442113382
163,aphid,2,5,2.39,0.47500000000000003,1.3499999999999994,0.20201493833593887,0.9947889525794684,0.26869204927380547,-0.24536838223641858,-0.01900321854441959,5.183356731958724,4.962003088488889,1.1968038909154073,4.961020347475983
164,trite,2,4,2.8,1.3499999999999996,1.0000000000000004,0.4151467778356783,0.9911412193850964,0.48947763952849943,-0.34177828460580295,-0.039052186002719265,2.946867971179229,1.7611178000615073,1.4062879972207747,5.711053920854668
165,angry,1,5,4.66,0.5250000000000001,1.0500000000000003,0.2741010943199583,0.9605697411846448,0.3443486814369145,-0.23823900090476868,-0.02578424665786243,5.831943495018322,5.8521742759045,1.2346708355046032,5.533419010751413
166,flock,1,5,3.69,0.125,0.24999999999999997,0.2631578947368421,0.713392391870766,0.3397808917982873,-0.1266982550967886,-0.024754837570761468,6.062710954208268,5.525927145069786,0.9765502866076081,4.54020543902112
167,wacky,1,5,3.29,0.1,0.9500000000000004,0.39082855653986454,0.5296161195066875,0.4456035085896965,-0.15825830057818155,-0.03676461025360602,6.324001738777356,5.392984835232675,0.9204446760465521,4.61294837774533
168,roomy,2,4,2.67,0.125,0.5500000000000002,0.43703317700191074,0.5277054021191593,0.49257294205897423,-0.14270486805420726,-0.041111004176921186,7.241248991663577,6.125569241429392,0.9647385791210701,4.73243410267864
169,wedge,2,4,3.62,0.6750000000000002,0.55,0.31908980371721385,0.614382490880667,0.3861858424281248,-0.19888436052957723,-0.030016261793721938,7.244368659209599,5.137558228333204,0.9334722945978808,4.779606590266448
170,liver,2,5,4.18,0.275,1.7999999999999998,0.4679520583637311,0.9937467430953622,0.5032794922983093,-0.2733964501618564,-0.044019493343650885,3.5459871147606052,2.4422401050432447,1.4616988014590933,5.2384360644662875
171,bland,1,5,3.5,0.5750000000000001,0.9500000000000003,0.3845752996352267,0.851311446934167,0.46126754694561983,-0.23999077358154197,-0.03617637648954832,6.061494931645493,6.697557456733853,1.2358867465693937,5.8219802183182745
172,night,1,5,5.61,0.125,0.9750000000000003,0.2367552544728157,0.7976376585026924,0.29727555823330837,-0.1713960788678711,-0.022271183900295657,2.9355909931391717,2.752180595879987,1.034392912975508,4.923525628392423
173,madam,2,3,3.59,0.3,1.0250000000000001,0.31648428000694806,0.44293903074517976,0.37195243370660125,-0.1687570043177931,-0.02977116439203123,6.861512315970061,5.262080209198925,0.7594233107521278,4.808575016756445
174,berth,1,5,3.44,0.25,1.6500000000000001,0.3831856869897516,1.0121591106479069,0.45503917288679663,-0.2588671547315289,-0.03604565787531328,5.077339726086706,4.924616947314009,1.3953447976376585,5.660322229347602
175,stead,2,5,3.19,0.5250000000000001,2.6000000000000005,0.34966128191766543,1.588153552197325,0.4185038267199569,-0.3909570358221075,-0.032892071306892874,3.983907530733639,3.322483239928037,1.9378148341149903,7.104520443686921
176,voice,3,5,5.07,0.8750000000000002,0.7250000000000002,0.40663540038214346,0.9478895257946848,0.4595970358094175,-0.26796463547949606,-0.03825153449052963,5.255451796570644,5.013818656494395,1.3545249261768282,4.49053805420643
177,agape,3,4,2.65,1.3249999999999997,0.5750000000000001,0.29807191245440334,0.9162758381101268,0.3582419945201057,-0.2946564011025952,-0.028039142753416915,5.684823454413397,4.583424605281609,1.2143477505645301,6.101075885645765
178,fluff,1,3,3.2,0.125,0.3500000000000001,0.1971512940767761,0.3649470210178913,0.2644727525777625,-0.09333431782111473,-0.018545703394596942,9.77105162347013,5.583815000497464,0.5620983150946673,4.456394224258959
179,field,2,5,5.24,0.125,1.7499999999999996,0.37936425221469516,0.9979155810317873,0.45439229299594575,-0.24977413658050446,-0.03568618168616691,5.278560666795963,5.2496212253993395,1.3772798332464826,5.241276948300353
180,sever,2,4,3.15,0.55,1.35,0.5443807538648602,0.8921313183949974,0.5717459755507976,-0.27511410084516497,-0.05120901712657823,4.454332027473481,2.887357905768081,1.4365120722598577,6.402224941647253
181,lilac,2,4,3.11,0.15,1.575,0.2985930171964565,0.8287302414451971,0.36465779905592555,-0.21806263127272144,-0.028088162233755057,6.545930129542359,5.364062521303961,1.1273232586416535,5.317840782910968
182,egret,2,4,2.32,0.32500000000000007,1.5499999999999998,0.38492270279659546,0.8627757512593365,0.41440574311789374,-0.2436208083786278,-0.036209056143107085,6.126572856965556,4.640477656831806,1.247698454055932,5.523779157694181
183,pinto,2,5,3.12,0.27499999999999997,0.8750000000000004,0.3588674656939378,0.9147125238839674,0.43030054250366767,-0.20595291865613255,-0.03375808212620003,6.720163728574424,6.7371613208216745,1.2735799895779052,4.9202338260811675
184,hutch,1,4,3.04,0.125,0.7500000000000002,0.25273579989577905,0.5205836373110996,0.32912057175102244,-0.13681927490040643,-0.02377444796399865,4.419321843372273,2.7557984928639145,0.7733194372068786,4.508488129113579
185,gawky,1,5,1.91,0.125,0.8750000000000003,0.38474900121591105,0.48619072433559146,0.4364635703130691,-0.15181764006687049,-0.0361927163163277,5.705643439661176,2.926714558284645,0.8709397255515026,4.61294837774533
186,droll,1,4,2.58,0.35000000000000003,0.7500000000000001,0.3157894736842105,0.8292513461872503,0.39452812217988154,-0.19553317297783201,-0.029705805084913706,5.4260060058259345,4.0271620175345,1.1450408198714608,5.984364163500882
187,retro,2,4,3.73,0.375,1.5999999999999996,0.2897342365815529,1.172659371200278,0.36263776900225797,-0.2745034131410421,-0.02725483106800666,5.096413506955533,4.842500262843395,1.462393607781831,5.781443248746065
188,rusty,1,5,3.61,0.35000000000000003,1.4000000000000001,0.3755428174396387,1.1014417231196805,0.4475148234414771,-0.26262138889690995,-0.03532670549702054,5.571872472710887,6.736503553791396,1.4769845405593192,6.273870780695867
189,beady,2,5,2.48,0.5,1.6750000000000003,0.4481500781657113,0.9656070870244919,0.5118549363574592,-0.28881831862606544,-0.042156753090801524,6.943447118275931,6.073410976237191,1.4137571651902032,5.827187654800557
190,smite,2,5,2.93,1.275,1.1250000000000004,0.40871981935035606,1.339065485495918,0.4679984209097777,-0.3700061466015248,-0.03844761241188219,5.036443008379135,4.703104914135232,1.7477853048462741,6.444523130296207
191,brink,1,5,3.51,0.6500000000000001,0.42500000000000004,0.3357651554629147,0.7234670835504603,0.4110937527260729,-0.2014173227178179,-0.03158488516454245,6.711056965107478,6.321640137160448,1.059232239013375,4.742461369369412
192,awful,2,5,4.46,0.37500000000000006,1.075,0.14243529616119507,0.9152336286260205,0.20762821913835874,-0.20548190500210747,-0.01339865795909214,4.963385540421855,4.328744799048201,1.0576689247872155,5.306887334148555
193,gloat,2,5,2.62,0.32500000000000007,1.425,0.31648428000694806,1.0927566440854612,0.39751617432916,-0.25547469030018255,-0.02977116439203123,4.269594177137351,3.856889082178406,1.4092409240924093,5.867098111331134
194,input,2,5,4.35,0.15,1.1749999999999996,0.1606739621330554,0.9694285217995484,0.22837389715677767,-0.19397021848009663,-0.015114339770927075,6.3457534570453875,6.692602935514855,1.1301024839326037,4.877618956185331
195,loser,2,5,4.01,0.30000000000000004,1.9000000000000004,0.5313531353135313,1.4580510682647212,0.560165025114421,-0.32944499806171834,-0.0499835301181247,4.1060812795720985,4.424417464397557,1.9894042035782524,7.130035008122215
196,cacao,3,3,2.86,0.32500000000000007,0.8500000000000003,0.35487232933819696,0.5530658328990794,0.4137713809288416,-0.17563506596381323,-0.033382266110274283,6.513996868363807,4.042891700597575,0.9079381622372764,4.803667488600207
197,blown,1,5,4.21,0.15,0.22499999999999998,0.26906374848011116,0.7741879451103005,0.34060661847751594,-0.13352341181541832,-0.0253103916812604,5.366757284369253,5.049144029435304,1.0432516935904117,4.81068336419151
198,apron,2,5,3.36,0.4000000000000001,1.2750000000000001,0.23432343234323433,1.2270279659544903,0.3091082585980293,-0.25805468764514844,-0.022042426325384334,6.015772280612456,6.555606242583918,1.4613513982977246,5.640602083158416
199,primo,2,5,2.99,0.6750000000000002,0.5000000000000001,0.29459788084071564,0.9586590237971165,0.36908227039661745,-0.2253023291412258,-0.02771234621782931,5.992185434223975,5.377997994430599,1.2532569046378321,4.675184561355508
200,atone,3,5,2.86,1.0999999999999999,1.425,0.3270800764286955,1.4346013548723293,0.39951379402832415,-0.3699322755336939,-0.030767893825573434,4.028878997980325,5.351299802449194,1.761681431301025,7.105670459723016
201,donor,2,4,3.92,0.05,0.9500000000000003,0.3986451276706618,0.6941115164147994,0.4632026336066422,-0.16949183300312184,-0.03749990245867813,6.2161241261987,6.0407276146832425,1.0927566440854612,4.838137051011429
202,float,2,5,3.94,0.30000000000000004,1.425,0.32325864165363905,1.065485495918013,0.4044934618157075,-0.2510372949138542,-0.030408417636427064,4.280943757417001,4.967046662843897,1.3887441375716518,5.867098111331134
203,goose,3,4,3.84,0.8000000000000003,0.7500000000000002,0.43877019280875457,1.0613166579815876,0.49805881195701585,-0.27546229762149443,-0.04127440244471499,5.278757889458274,3.4936420740511123,1.5000868507903422,5.689770362486702
204,piety,2,5,3.09,0.275,1.575,0.4460656591974987,0.9482369289560535,0.5142298947177734,-0.2575512111625801,-0.04196067516944896,6.754621079226005,6.650130332833787,1.3943025881535522,5.1640728839380765
205,girth,1,5,2.92,0.225,1.2999999999999994,0.3588674656939378,0.7840889352093104,0.4307541869570146,-0.21313983717969356,-0.03375808212620003,4.423559331324299,4.01352755280693,1.1429564009032482,5.668371348972015
206,trait,2,4,3.69,0.9500000000000003,1.4749999999999996,0.3614729894042036,0.9299982629841932,0.43839907150522855,-0.31513839929720494,-0.03400317952789074,4.921384107138311,4.511636475241879,1.2914712523883969,6.5407886210168895
207,flood,2,4,4.34,0.125,0.4750000000000001,0.3222164321695327,0.5885009553586937,0.4024389048332815,-0.13469948351005812,-0.03031037867575078,7.097670807829383,6.360184024983377,0.9107173875282264,4.709086161912341
208,gloom,2,4,3.31,0.19999999999999998,0.175,0.25395171096056973,0.6185513288170922,0.32756376952096755,-0.12069479028703126,-0.02388882675145431,7.220052363851554,5.554906894702682,0.8725030397776619,4.54020543902112
209,depth,1,5,4.55,0.275,1.4249999999999996,0.3090151120375195,1.001389612645475,0.3805030148190789,-0.240122239635287,-0.029068551840517876,6.1487919796301105,6.4397893039000405,1.3104047246829946,5.138248828834273
210,froth,1,5,2.75,0.4750000000000001,0.6500000000000002,0.3295118985582769,0.8490533263852701,0.407175033384198,-0.20635136755371702,-0.030996651400484757,5.130368845844242,4.626698249886061,1.178565224943547,5.491853096329674
211,peach,2,5,3.77,0.5,1.5000000000000002,0.35660934514504083,1.0486364425916277,0.4254196824519491,-0.27747734175346095,-0.033545664378068094,5.39501846134421,7.174618833001404,1.4052457877366686,5.7649968953820965
212,showy,1,5,2.79,0.275,0.4000000000000001,0.3845752996352267,0.8579121070001737,0.4428095217322652,-0.17495846587189015,-0.03617637648954832,6.474114734113899,5.171076462482416,1.2424874066354004,4.728885581188754
213,creak,2,5,2.52,0.5,1.9500000000000004,0.30832030571478203,1.2249435469862775,0.3856532136395228,-0.31502989798479625,-0.029003192533400356,4.461369474870634,3.805062577944881,1.5332638527010596,5.809745940480237
214,manor,2,5,3.81,0.1,1.6249999999999998,0.3996873371547681,1.0422094841063054,0.4632163818953921,-0.2448281197155053,-0.037597941419354415,4.756946867326252,4.663705436506101,1.4418968212610737,5.545852764337812
215,atoll,2,4,2.85,0.55,1.175,0.2551676220253604,1.036129928782352,0.3305302787552276,-0.25347496301576045,-0.024003205538909972,5.400566302480499,5.507851655407303,1.2912975508077125,6.250787167582826
216,bayou,3,5,3.14,0.30000000000000004,1.0999999999999999,0.2961611950668751,0.9115858954316485,0.33824850493561376,-0.21183316682751738,-0.02785940465884373,5.0429775606444585,4.208778421021144,1.2077470904985237,4.735546234944391
217,crept,1,5,3.15,0.5250000000000001,1.3999999999999995,0.32117422268542645,1.141914191419142,0.40023784114797356,-0.28028857361012316,-0.0302123397150745,6.019869890035682,5.943937892254721,1.4630884141045684,5.373198707822506
218,tiara,3,4,2.98,0.6500000000000001,1.7749999999999997,0.37206878582595104,0.9194024665624457,0.4413254372636929,-0.29932740309019507,-0.03499990896143294,5.464757639525718,6.373795015490741,1.2914712523883969,6.700155734562679
219,asset,2,4,4.23,0.7250000000000002,2.1,0.37727983324648257,1.35539343408025,0.4133911649681152,-0.3624166143150429,-0.03549010376481435,4.858279177995661,4.949273971376185,1.7326732673267327,7.89218053860546
220,vouch,2,5,3.13,0.05,0.5,0.3013722424874066,0.584505819002953,0.35905760268671716,-0.12326654189626009,-0.02834959946222514,5.343845722873199,3.2021330989485763,0.8858780614903596,3.9097753595290845
221,album,2,5,5.02,0.5250000000000001,0.9750000000000004,0.17630710439465,0.9668229980892826,0.24493771179001503,-0.22437256096945205,-0.016584924181071305,5.368522761702261,5.180592655004781,1.1431301024839327,5.308872694609887
222,hinge,2,5,3.32,0.6000000000000001,0.9500000000000004,0.3635574083724162,0.918186555497655,0.4320819796339001,-0.24573085048157325,-0.034199257449243306,5.431551384670413,5.226421181170244,1.2817439638700712,4.602358248018277
223,money,2,5,5.64,0.25,0.9000000000000005,0.6100399513635574,0.7688031961090845,0.633018672732107,-0.21222556738958162,-0.05738547164918399,5.056174014765035,5.185922285383314,1.378843147472642,4.365085414896804
224,scrap,1,5,3.9,0.325,1.7249999999999999,0.29720340455098143,1.3025881535521973,0.35715603326939543,-0.28741287381244973,-0.027957443619520017,4.686769656475244,5.064742933542206,1.5997915581031787,6.456210850246524
225,gamer,2,5,3.62,0.35000000000000003,2.0999999999999996,0.5292687163453187,0.9973944762897342,0.5564543734557065,-0.30437545340507444,-0.049787452196772136,3.8390098368034167,2.877485362090156,1.526663192635053,5.456944486184474
226,glass,1,4,4.85,0.7750000000000002,0.9000000000000001,0.5671356609345145,0.7609866249782873,0.568651190685997,-0.2614858248756416,-0.053349534434677055,4.9156156191432565,4.043645639062424,1.328122285912802,6.048710863707603
227,scour,2,5,2.97,0.275,1.225,0.3204794163626889,1.2273753691158589,0.38309488091488375,-0.24931650905282973,-0.030146980407956978,5.62096581670654,6.457942753895599,1.5478547854785478,5.812090642834283
228,being,2,5,5.95,0.45000000000000007,1.05,0.3569567483064096,0.9075907590759076,0.42204742369445686,-0.23331672329474382,-0.03357834403162685,5.879360282740531,5.340361472553293,1.2645475073823171,4.6886928398129
229,delve,2,4,3.14,0.6500000000000001,0.7250000000000001,0.3500086850790342,0.7085287476116032,0.41371051973548206,-0.21748734351081037,-0.03292475096045164,6.011377464506947,4.403457979781934,1.0585374326906374,5.612130986765454
230,yield,2,5,4.16,0.125,1.7499999999999996,0.33229112384922704,1.1014417231196805,0.3976995740233114,-0.2533182001961824,-0.03125808862895484,4.560235010575137,3.3931408428573313,1.4337328469689075,5.241276948300353
231,metal,2,5,4.82,0.15,2.4000000000000004,0.3090151120375195,1.318742400555845,0.38383859103892654,-0.3113322642160383,-0.029068551840517876,4.907579795703025,5.660236243583642,1.6277575125933645,6.7123672527987
232,tipsy,1,5,2.87,0.27499999999999997,1.1749999999999998,0.37172138266458227,1.026750043425395,0.43831319743525815,-0.23401467771946863,-0.03496722930787418,6.352050489418987,7.099201837384564,1.3984714260899773,5.464670271792109
233,slung,1,5,2.85,0.4250000000000001,0.6500000000000001,0.32030571478200454,1.0123328122285913,0.3858617938958742,-0.2135052189451131,-0.0301306405811776,6.751912592115968,5.419005186324361,1.3326385270105958,5.453280031481569
234,farce,2,5,3.33,0.625,1.825,0.43911759597012334,1.0880667014069827,0.49697684913529006,-0.3203691081215767,-0.04130708209827375,4.145969575115279,4.154872509353747,1.5271842973771061,6.161379892309304
235,gecko,2,5,2.91,0.175,0.9500000000000004,0.2633315963175265,0.9808928261247177,0.33398515587656946,-0.19560863157285993,-0.02477117739754085,6.456313786973766,5.195424117483838,1.2442244224422443,4.429865331168789
236,shine,2,5,4.17,1.1499999999999995,0.8750000000000003,0.4328643390654855,1.2577731457356263,0.5001032990971024,-0.3382059981344169,-0.04071884833421605,4.119080706293672,5.047828210951865,1.6906374848011119,5.924286342905639
237,canny,1,4,2.89,0.22499999999999998,0.9000000000000004,0.49174917491749176,0.460656591974987,0.5485481124884202,-0.1731496047109444,-0.04625804961242599,6.091869090537815,4.049378406877143,0.9524057668924788,4.740227057259691
238,midst,1,5,3.89,0.4000000000000001,1.4,0.30675699148862257,1.1235018238665972,0.3801574247705989,-0.2631208159826272,-0.028856134092385934,6.4888721486392775,6.181402419537415,1.4302588153552198,5.417495456341595
239,badge,2,5,4.02,0.7000000000000002,1.4999999999999998,0.40142435296161194,0.9763765850269237,0.4569214820889381,-0.2957163067300549,-0.03776133968714822,5.183968903245771,4.433470080101508,1.3778009379885356,5.831938054353963
240,homer,2,5,3.89,0.30000000000000004,1.325,0.5190203230849401,0.9558797985061664,0.5466869201449045,-0.24995247965953077,-0.048823402416788696,3.3543435003042874,2.222676070532898,1.4749001215911064,4.3268649675767445
241,train,2,5,4.96,0.8750000000000002,1.625,0.3342018412367553,1.1804759423310751,0.40975075736859073,-0.33528344292006784,-0.03143782672352803,2.87494343241259,4.735012567720264,1.5146777835678304,6.746940401346126
242,hairy,2,5,3.8,0.6250000000000002,1.4,0.46204620462046203,0.8494007295466389,0.5173633452274955,-0.2766494846281294,-0.04346393923315195,4.410194725005214,4.349173379476626,1.311446934167101,5.529169537750056
243,story,1,5,5.45,0.5500000000000002,1.0250000000000001,0.40038214347750567,1.2200799027271148,0.46213032678453253,-0.2749021064380378,-0.037663300726471935,3.676555410367801,3.5674029623217955,1.6204620462046204,6.335271325360011
244,forgo,2,4,2.99,0.1,0.55,0.3526142087893,0.5271842973771061,0.4116676173352294,-0.1317113763945361,-0.033169848362142346,6.641326533240285,4.089203384539597,0.8797985061664062,4.675824952743202
245,larva,2,4,2.99,0.125,1.5250000000000001,0.3326385270105958,0.7377106131665798,0.38526404961576505,-0.20641350137252956,-0.031290768282513606,5.739137949776585,3.5680483488282104,1.0703491401771756,6.258440740126261
246,trash,1,5,4.42,0.9500000000000002,1.5249999999999995,0.32760118117074866,1.3555671356609345,0.40259209623807424,-0.35268934524438433,-0.03081691330591157,3.7166417135901653,5.164458085247103,1.683168316831683,7.102223158104547
247,zesty,1,5,2.41,0.275,1.5749999999999997,0.3550460309188814,1.1471252388396735,0.41139789717124714,-0.26498045851346386,-0.03339860593705367,4.743292614008042,3.041930564463656,1.502171269758555,5.733989329638554
248,shown,1,5,4.9,0.30000000000000004,0.4500000000000001,0.3043251693590412,1.0074691679694285,0.3676371104106183,-0.186314900401798,-0.02862737651747461,5.26191196541095,5.1992085055827575,1.3117943373284697,4.880322704391243
249,heist,2,5,3.39,0.7500000000000001,1.65,0.3529616119506688,1.389786347055758,0.42611396263387097,-0.3437820682362806,-0.03320252801570111,4.202910374403694,5.0760535363393915,1.7427479590064268,6.165571165348978
250,askew,2,5,2.72,0.6000000000000001,1.7750000000000004,0.29216605871113427,1.3564356435643565,0.3109923663988407,-0.3200249496947916,-0.027483588642917983,5.239355050470732,3.6654996972662275,1.6486017022754909,6.669221242982392
251,inert,2,5,3.09,0.3750000000000001,2.0499999999999994,0.22737536911585896,1.4021191592843494,0.30011749473713667,-0.3145238056019026,-0.021388833254209122,4.891920674707885,4.914789883516165,1.6294945284002083,6.05258684580726
252,olive,3,5,4.09,0.9500000000000002,0.7500000000000002,0.28487059232239015,1.1776967170401251,0.34779369597464355,-0.28676958126733537,-0.02679731591818401,4.790022406431125,4.662812730566655,1.4625673093625153,5.293720963588162
253,plant,1,5,4.89,0.6750000000000002,1.0000000000000004,0.36425221469515373,0.9834983498349835,0.4420612553735094,-0.26356810403025543,-0.034264616756360826,4.761971673812064,7.140498693285078,1.3477505645301373,6.437266097685997
254,oxide,3,5,3.66,0.8500000000000002,0.9750000000000003,0.25534132360604483,1.10578426263679,0.3144672368092156,-0.2789835085740481,-0.024019545365689357,5.919740526799161,3.9901911674394266,1.3611255862428349,4.544877509084768
255,cargo,2,5,4.19,0.25,1.4499999999999995,0.37710613166579815,0.980545422963349,0.4343824255618014,-0.2424783304666823,-0.03547376393803497,5.111363004937407,4.429845236859661,1.3576515546291472,5.385018444150514
256,foyer,2,5,3.09,0.25,1.275,0.5082508250825083,0.9301719645648775,0.5301259730556223,-0.23770423814525699,-0.04781033315646712,2.6759746794017363,1.2258338308027188,1.4384227896473858,4.3268649675767445
